Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is Y, then the number is 5.","{'Y': 'P', 'H': 'not_P', '5': 'Q', '2': 'not_Q'}","[['2', 'Y'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[[], ['Y', '2'], ['card2'], ['Y'], ['Y']]","['NOISE', 'CORRECT', 'NOISE', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['✅ Therefore', ""the cards that must be turned over are: **'Y'** and""], ['Y', '2'], ['Y', '2'], [""- '2' → number is 2 → which is **not 5** → so **not Q** → must check that the other side is **not Y""], ['Y', '2']]","['NOISE', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['Y', '5'], ['Y', '5'], ['Y', '2'], ['Y', '5'], ['Y', '5']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['2', 'Y'], ['Y', '2'], ['Y', '2'], ['2', 'Y'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['Y', '5'], ['Y', '5'], ['None'], ['Y', '5'], ['Y', '5']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'NOISE', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]"
"If the card shows a 4, then the letter is D.","{'4': 'P', '7': 'not_P', 'D': 'Q', 'F': 'not_Q'}","[['F', '4'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['F', '4'], ['4'], ['4'], ['4', 'F'], ['4']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4', 'F'], ['- If you see a'], ['Why 7? Because'], ['4', 'F'], [""- We see 'F' → we must check the **""]]","['CORRECT', 'NOISE', 'NOISE', 'CORRECT', 'NOISE']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4'], ['4'], ['4'], ['4'], ['4', 'F']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['F', '4'], ['F', '4'], ['F', '4'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['F', '4'], ['4'], ['4', 'D'], ['4', 'D'], ['4']]","['CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]"
"If the letter is G, then the number is 20.","{'G': 'P', 'S': 'not_P', '20': 'Q', '10': 'not_Q'}","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G'], ['G', '10'], ['G'], ['G', '10'], ['G', '10']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['10', 'G'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '20'], ['G', '10'], ['G', '20'], ['G', '20', '10'], ['G', '20']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION', 'MATCHING_BIAS']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['10', 'G'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '20'], ['G', '10'], ['G', '20'], ['20', 'S'], ['G', '20']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]"
"If there is an I on the card, then there is a 9 on the back.","{'I': 'P', 'K': 'not_P', '9': 'Q', '4': 'not_Q'}","[[""-   **Card '9'**: This is $Q$. We don't need to check $\\neg Q$. The contrapos""], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['NOISE', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I'], ['I'], ['I'], ['This looks like a list of 4 items. It is highly likely these are 4 distinct cards'], ['card1']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'NOISE', 'NOISE']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['The rule is: **If front is I → back is 9**'], [""But we don't see the back. So if we see a card""], ['What about a card'], ['- Same'], ['So']]","['NOISE', 'NOISE', 'NOISE', 'NOISE', 'NOISE']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I', '9'], ['I'], ['I', '9'], ['I', '9'], ['I']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['4', 'K', 'I'], ['I', 'K', '4'], ['I', '4', 'K'], ['I'], ['So we must check cards whose **visible side is not 9**? That’s wrong — because if visible side is 4', 'back could be 9 or not']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'NOISE']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I'], ['I'], ['I'], ['I'], ['I']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]"
"If the number is 12, then the letter is N.","{'12': 'P', '3': 'not_P', 'N': 'Q', 'B': 'not_Q'}","[['12', 'B'], ['12', 'B'], ['12', 'B'], ['12', 'B'], ['12', 'B']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12'], ['12'], ['12', 'B'], ['12'], ['12', 'N']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['B', '12'], ['12', 'B'], ['12', 'B'], ['12'], ['12', 'B']]","['CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'N'], ['12', 'B'], ['12', 'B'], ['12', 'N'], ['12', 'B']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'B'], ['12', 'B'], ['12', 'B'], ['B', '12'], ['B', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['3', 'B'], ['12', 'B'], ['12', 'N'], ['12', 'N'], ['12']]","['LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]"
"If the letter is F, then the number is 6.","{'F': 'P', 'E': 'not_P', '6': 'Q', '7': 'not_Q'}","[['F', '7'], ['7', 'F'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F'], ['F'], ['6', 'F'], ['F', '6'], ['F']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['F', '7'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '6', '7'], ['F', '6'], ['F', '6'], ['F', '6'], ['F', '6']]","['OVER_SELECTION', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['F', '7'], ['7', 'F'], ['7', 'F'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['6', 'F'], ['F', '6'], ['F', '6'], ['F', '6'], ['F', '6']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]"
"If the number is 2, then the letter is Z.","{'2': 'P', '5': 'not_P', 'Z': 'Q', 'A': 'not_Q'}","[['2', 'A'], ['2', 'A'], ['2', 'A'], ['2', 'A'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2'], ['2'], ['2'], ['2'], ['2', 'A']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], ['2', 'A'], ['A', '2'], ['A', '2'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2'], ['2'], ['2', 'Z'], ['2', 'Z'], ['2', 'A']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], ['2', 'A'], ['A', '2'], ['2', 'A'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'Z'], ['2', 'Z'], ['A', '2'], ['A', '2'], ['2', 'A']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]"
"If the letter is W, then the number is 100.","{'W': 'P', 'V': 'not_P', '100': 'Q', '50': 'not_Q'}","[['W', '50'], ['50', 'W'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W'], ['W'], ['W'], ['W', '50'], ['*   Card 1: V', '50']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'SINGLE_VIOLATION']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['50', 'W'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W'], ['100', 'W', '50'], ['W', '100'], ['W'], ['W', '50']]","['CONFIRMATION_BIAS', 'OVER_SELECTION', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['50', 'W'], ['50', 'W'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '100'], ['100', 'W'], ['W', '100'], ['W', '50'], ['W', '100']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]"
"If the letter is E, then the number is 4.","{'E': 'P', 'K': 'not_P', '4': 'Q', '3': 'not_Q'}","[['E', '3'], ['E', '3'], ['E', '3'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E'], ['E'], ['E'], ['E', '3'], ['4', 'E']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['E', '3'], [""What about **'K'**? The rule doesn’t care about K. Even if the other side is 1"", '2'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '4'], ['3', 'E', '4'], ['3', 'E'], ['E', '4'], ['3', '4', 'E']]","['MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['3', 'E'], ['3', 'E'], ['E', '3'], ['3', 'E']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '4'], ['However', ""the question asks which cards *must* be turned over. This implies that there's a possibility that we need to check something. Let's consider the case where we don't know if 'E' is present. If 'E' is present""], ['E', '4'], ['E', '4'], ['K', 'E', '4']]","['MATCHING_BIAS', 'NOISE', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]"
"If the shape is circle, then the color is green.","{'circle': 'P', 'square': 'not_P', 'green': 'Q', 'red': 'not_Q'}","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['red', 'circle'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['card3', 'card4'], ['circle'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'NOISE', 'CONFIRMATION_BIAS', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['red', 'circle'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'green'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['red', 'circle'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]"
"If the symbol is star, then the digit is 2.","{'star': 'P', 'cross': 'not_P', '2': 'Q', '5': 'not_Q'}","[['5', 'star'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star'], ['5', 'star'], ['star', '5'], ['star'], ['2', 'star', 'star', '5']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'OVER_SELECTION']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['5', 'star'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star'], ['2', 'star', '5'], ['star', '2'], ['2', '5', 'star'], ['star']]","['CONFIRMATION_BIAS', 'OVER_SELECTION', 'MATCHING_BIAS', 'OVER_SELECTION', 'CONFIRMATION_BIAS']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['5', 'star'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star'], ['star', '2'], ['star', '2'], ['star'], ['star']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]"
