Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is Y, then the number is 5.","{'Y': 'P', 'H': 'not_P', '5': 'Q', '2': 'not_Q'}","[['2', 'Y'], ['Y', '2'], ['H', 'Y'], ['Y', '2'], ['2', 'Y']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['5', 'Y'], ['5', 'Y'], ['Y'], ['Y', '5'], ['5', 'Y']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['Y', '2'], ['Y', '5'], ['Y', '2'], ['Y', '2'], ['Y', '5']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['5', 'Y'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['5', 'Y']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['H', '2'], ['H', '2'], ['H', '2', 'Y', '5'], ['Y', '5'], ['H', 'Y']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'ALL_CARDS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]"
"If the card shows a 4, then the letter is D.","{'4': 'P', '7': 'not_P', 'D': 'Q', 'F': 'not_Q'}","[['7', '4'], ['D', '4'], ['F', '4'], ['4', 'F'], ['4', 'F']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4', 'D'], ['4'], ['4'], ['4', '7'], ['4', 'F']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['7', 'F'], ['4', 'D'], ['4', 'F'], ['4', 'D'], ['4', 'F']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['7', 'D', 'F', '4'], ['D', '4'], ['4', 'F'], ['4', '7'], ['4', 'F']]","['ALL_CARDS', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['7', 'F'], ['4'], ['4'], ['4', 'D'], ['4', 'F', 'D']]","['LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]"
"If the letter is G, then the number is 20.","{'G': 'P', 'S': 'not_P', '20': 'Q', '10': 'not_Q'}","[['G', '10'], ['G', '10'], ['G', '10'], ['S', 'G'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '10'], ['G', '10'], ['G', '20'], ['G', '20'], ['G']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['10', 'G'], ['G', '10'], ['G', '20'], ['S', 'G'], ['G', '20']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '10'], ['G', '10'], ['G', '10'], ['S', 'G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '20'], ['G', '20'], ['G', '20'], ['G', '20'], ['G', '20']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]"
"If there is an I on the card, then there is a 9 on the back.","{'I': 'P', 'K': 'not_P', '9': 'Q', '4': 'not_Q'}","[['K', 'I'], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['4', 'K'], ['I', '4'], ['I'], ['I', '9'], ['I', '4']]","['LOGIC_ERROR', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I', '4'], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['4', 'I'], ['I', '4'], ['I', '9'], ['or I', 'K'], ['or I', '4']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'SINGLE_VIOLATION']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I', '4'], ['I', '4'], ['I', '4'], ['I', 'K'], ['I', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I'], ['I'], ['I'], ['I', 'K'], ['I']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]"
"If the number is 12, then the letter is N.","{'12': 'P', '3': 'not_P', 'N': 'Q', 'B': 'not_Q'}","[['3', '12'], ['3', '12'], ['12', 'B'], ['B', '12'], ['3', 'N']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'B'], ['12', '3'], ['12', '3'], ['3', '12'], ['3', '12']]","['CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[[""'12'"", ""'B'""], [""'3'"", ""'12'"", ""'B'""], ['12', 'B'], [""'12'"", ""'B'""], [""'3'"", ""'N'"", ""'12'""]]","['NOISE', 'NOISE', 'CORRECT', 'NOISE', 'NOISE']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'N'], ['12', '3'], ['or 12', 'N'], ['12', 'B'], ['12', 'B']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'NOISE', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'B'], ['12', 'N'], ['12', '3'], ['12', 'B'], ['12', 'B']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['3', 'B', '12', 'N'], ['3', 'B'], ['12', 'N'], ['3', 'B', 'N', '12'], ['3', 'B', 'N']]","['ALL_CARDS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'ALL_CARDS', 'LOGIC_ERROR']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]"
"If the letter is F, then the number is 6.","{'F': 'P', 'E': 'not_P', '6': 'Q', '7': 'not_Q'}","[['E', 'F', '7'], ['7', 'F'], ['E', '7', 'F'], ['7', 'F'], ['F', '7']]","['LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['6', 'F'], ['F'], ['F', '6'], ['F'], ['F']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['F', '7'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '6'], ['F', '7'], ['F', 'E'], ['7', 'F'], ['F', '6']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['F', '7'], ['E', 'F'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '6'], ['7', 'E'], ['E', '7'], ['7', 'E'], ['F', '6']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]"
"If the number is 2, then the letter is Z.","{'2': 'P', '5': 'not_P', 'Z': 'Q', 'A': 'not_Q'}","[['2', 'A'], ['2', 'A'], ['A', '2'], ['A', '2'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], ['2', 'A'], ['2', 'A'], ['2', 'Z'], ['2', 'Z']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], [""'2'"", ""'A'""], ['Z', '2'], ['Z', '2'], [""'2'"", ""'A'""]]","['CORRECT', 'NOISE', 'MATCHING_BIAS', 'MATCHING_BIAS', 'NOISE']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2', 'Z']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', '5'], ['2', 'A'], ['2', 'A'], ['Z', '2'], ['2', 'A']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2'], ['2', 'Z']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]"
"If the letter is W, then the number is 100.","{'W': 'P', 'V': 'not_P', '100': 'Q', '50': 'not_Q'}","[['W', '50'], ['50', 'W'], ['V', 'W'], ['W', '50'], ['V', 'W']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W'], ['W'], ['W'], ['W', '50'], ['W', '50']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['W', '50'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['W', '100'], ['V', 'W'], ['W', '50'], ['W', '50']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['100', 'W'], ['V', '100', 'W'], ['W', '50'], ['W', '50']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '100'], ['W'], ['W'], ['W', '100'], ['V', '50']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]"
"If the letter is E, then the number is 4.","{'E': 'P', 'K': 'not_P', '4': 'Q', '3': 'not_Q'}","[['E', '3'], ['3', 'E'], ['E', '3'], ['E', '3'], ['3', 'E']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['E'], ['E'], ['E', '3'], ['3', 'K']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'LOGIC_ERROR']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['E', '3'], ['E', '3'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['E', '3'], ['E', '3'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['E', '3'], ['E', '3'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['3', 'K'], ['K', '3'], ['3', 'K'], ['E', '4'], ['K', 'E']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]"
"If the shape is circle, then the color is green.","{'circle': 'P', 'square': 'not_P', 'green': 'Q', 'red': 'not_Q'}","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['square', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['square', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'red'], ['square', 'red', 'circle'], ['red', 'square']]","['LOGIC_ERROR', 'ALL_CARDS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]"
"If the symbol is star, then the digit is 2.","{'star': 'P', 'cross': 'not_P', '2': 'Q', '5': 'not_Q'}","[['5', 'star'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['cross', 'star']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star'], ['star', '2'], ['star', '5'], ['2', 'cross'], ['star', '2']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star', '5'], ['star', '5'], ['star', '5'], ['star', '5'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['5', 'star'], ['2', 'star'], ['star', '2'], ['2', 'star'], ['star', '2']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star', '5'], ['2', 'star'], ['star', '5'], ['star', '2'], ['star', '5']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['5', 'cross', 'star'], ['2', 'star'], ['cross', 'star', '2', '5'], ['star'], ['cross', 'star']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'ALL_CARDS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]"
